,perJet_L1trig_Matched,perJet_LeadingRechitD,perJet_E,perJet_Pt,perJet_Eta,perJet_Phi,perJet_Mass,perJet_Area,perJet_ChargedHadEFrac,perJet_NeutralHadEFrac,perJet_PhoEFrac,perJet_EleEFrac,perJet_MuonEFrac,perJet_dR_L1jet,perJet_PtAllTracks,perJet_PtAllPVTracks,perJet_isTruthMatched,perJet_isMatchedTo,perJet_MatchedLLP_DecayZ,perJet_MatchedLLP_DecayR,perJet_MatchedLLP_TravelTime,perJet_OtherLLP_DecayR,perJet_MatchedLLP_Eta,perJet_S_phiphi,perJet_S_etaeta,perJet_S_etaphi,perJet_Tracks_dR,perJet_Track0Pt,perJet_Frac_Track0Pt,perJet_Track0dR,perJet_Track0dEta,perJet_Track0dPhi,perJet_Track0dzToPV,perJet_Track0dxyToBS,perJet_Track0dzOverErr,perJet_Track0dxyOverErr,perJet_Track1Pt,perJet_Frac_Track1Pt,perJet_Track1dR,perJet_Track1dEta,perJet_Track1dPhi,perJet_Track1dzToPV,perJet_Track1dxyToBS,perJet_Track1dzOverErr,perJet_Track1dxyOverErr,perJet_Track2Pt,perJet_Frac_Track2Pt,perJet_Track2dR,perJet_Track2dEta,perJet_Track2dPhi,perJet_Track2dzToPV,perJet_Track2dxyToBS,perJet_Track2dzOverErr,perJet_Track2dxyOverErr,perJet_EnergyFrac_Depth1,perJet_EnergyFrac_Depth2,perJet_EnergyFrac_Depth3,perJet_EnergyFrac_Depth4,perJet_LeadingRechitE,perJet_SubLeadingRechitE,perJet_SSubLeadingRechitE,perJet_Frac_LeadingRechitE,perJet_Frac_SubLeadingRechitE,perJet_Frac_SSubLeadingRechitE,perJet_AllRechitE,classID
Mean,1.0,3.4909445853388896,123.7309799194336,97.36768341064453,-0.0009159028413705528,0.013339515775442123,10.306867599487305,0.5036295056343079,0.07691173255443573,0.877926230430603,0.04057248681783676,0.0006918522994965315,0.003897750750184059,0.06435026228427887,-1.0,-1.0,0.9615517258644104,-383.99871826171875,-384.543212890625,-155.03884887695312,-369.9557189941406,40.28468322753906,-384.4792175292969,0.008805760182440281,0.008954192511737347,0.005643518641591072,-640.5962524414062,4.064448356628418,0.04426976665854454,0.27042147517204285,0.03205350413918495,0.03243742138147354,0.013917341828346252,-0.007922358810901642,0.9227728843688965,-0.1369452029466629,2.0118799209594727,0.022613516077399254,0.3022341728210449,0.09683608263731003,0.09706053882837296,0.009231111966073513,-0.011052443645894527,0.5238909125328064,-0.23856893181800842,1.3019676208496094,0.014729034155607224,0.34181860089302063,0.17777815461158752,0.1779094636440277,-0.003750259056687355,-0.01073654554784298,0.11784824728965759,-0.16582484543323517,0.05510884150862694,0.09431379288434982,0.2579444348812103,0.5926329493522644,47.1273307800293,20.228158950805664,10.726629257202148,0.3695935904979706,0.16862644255161285,0.0909106582403183,113.85678100585938,0.03844828827846884
Standard Deviation,0.0,0.7035319597763399,79.22427368164062,60.22580337524414,0.7144271731376648,1.8107906579971313,5.8738813400268555,0.024279411882162094,0.1222895085811615,0.16845780611038208,0.06006678566336632,0.013148690573871136,0.03788996860384941,0.04033738002181053,0.0,0.0,0.19227607548236847,1922.8377685546875,1931.828369140625,1968.7783203125,1925.6500244140625,2125.753173828125,1922.74169921875,0.005700444802641869,0.005756841041147709,0.0031158446799963713,2449.45703125,15.177694320678711,0.163042813539505,0.1156107485294342,0.22399218380451202,0.22420427203178406,5.69126033782959,1.1894443035125732,362.1116638183594,34.17530059814453,4.15678596496582,0.03463239595293999,0.1331566572189331,0.26337867975234985,0.2632349729537964,4.836787700653076,1.2406173944473267,331.4512023925781,26.9790096282959,2.4617865085601807,0.0202610082924366,0.14305683970451355,0.28560978174209595,0.2853141725063324,4.259134769439697,1.196869969367981,293.2525329589844,22.747365951538086,0.07769414037466049,0.1557433307170868,0.26120543479919434,0.3308032751083374,44.066463470458984,15.956380844116211,8.272333145141602,0.15813091397285461,0.0685172751545906,0.042662613093853,70.12224578857422,0.19227607590084417
